occ,underlying,leg,entry,credit,exit,exit_px,exit_kind,pnl
WBD251226P00029000,WBD,BUY_PUT,2025-12-16,0.427,2025-12-24,0.095,take_profit,452.2
INTC260102P00038000,INTC,BUY_PUT,2025-12-09,0.978,2025-12-31,0.819,roll_for_credit (fresh INTC260130P00035000),74.75
MU260109P00282500,MU,BUY_PUT,2025-12-30,5.225,2026-01-05,0.745,take_profit,446.95
GM260109P00081000,GM,BUY_PUT,2025-12-23,0.883,2026-01-06,0.42,take_profit,90.7
WBD260116P00028000,WBD,BUY_PUT,2025-12-30,0.389,2026-01-12,0.126,take_profit,177.45
MU260206P00290000,MU,BUY_PUT,2026-01-06,8.483,2026-01-13,4.935,take_profit,353.85
XOM260130P00121000,XOM,BUY_PUT,2026-01-13,1.045,2026-01-15,0.662,take_profit,112.05
NOK260130P00006000,NOK,BUY_PUT,2026-01-21,0.18,2026-01-22,0.053,take_profit,23.6
INTC260206P00043000,INTC,BUY_PUT,2026-01-21,0.503,2026-01-29,0.336,take_profit,78.75
SOFI260206P00027000,SOFI,PUT,2026-01-06,1.121,2026-02-06,0,ASSIGN,781.2
NOK260220P00006500,NOK,BUY_PUT,2026-01-27,0.152,2026-02-09,0.021,take_profit,133.1
VALE260220P00016000,VALE,BUY_PUT,2026-02-10,0.142,2026-02-12,0.053,take_profit,136.0
MU260227P00360000,MU,BUY_PUT,2026-01-27,11.229,2026-02-19,4.095,take_profit,712.4
INTC260220P00046000,INTC,PUT,2026-02-03,0.76,2026-02-20,0,ASSIGN,302.0
XOM260227P00143000,XOM,BUY_PUT,2026-02-18,0.883,2026-02-24,0.315,take_profit,55.85
KO260306P00079000,KO,BUY_PUT,2026-02-24,0.465,2026-03-02,0.189,take_profit,53.3
T260306P00028000,T,BUY_PUT,2026-02-24,0.304,2026-03-04,0.116,take_profit,249.9
XOM260313P00150000,XOM,BUY_PUT,2026-03-03,2.014,2026-03-12,0.788,take_profit,243.3
NOK260327P00008000,NOK,BUY_PUT,2026-03-03,0.332,2026-03-17,0.116,take_profit,103.5
INTC260327C00051000,INTC,BUY_CC,2026-03-10,0.893,2026-03-18,0.263,cc_take_profit,248.2
GM260320P00077500,GM,PUT,2026-02-18,1.53,2026-03-20,0,ASSIGN,152.45
XOM260327P00152500,XOM,BUY_PUT,2026-03-17,1.273,2026-03-24,0.347,take_profit,183.3
VALE260417P00014000,VALE,BUY_PUT,2026-03-17,0.228,2026-04-02,0.084,take_profit,375.2
NOK260417P00007500,NOK,BUY_PUT,2026-03-31,0.152,2026-04-07,0.084,take_profit,58.0
XOM260417P00165000,XOM,PUT,2026-03-31,2.119,2026-04-17,0,ASSIGN,422.7
INTC260417C00055000,INTC,CALL,2026-04-07,1.13,2026-04-17,0,CALLED,450.2
NOK260424P00010000,NOK,BUY_PUT,2026-04-14,0.437,2026-04-24,0.021,take_profit,1664.6
INTC260508P00061000,INTC,BUY_PUT,2026-04-21,1.957,2026-04-27,0.158,take_profit,1073.7
NOK260529P00010000,NOK,BUY_PUT,2026-04-28,0.389,2026-04-30,0.168,take_profit,888.3
GM260501C00080000,GM,BUY_CC,2026-03-31,1.387,2026-04-30,0.21,cc_take_profit,116.7
INTC260522P00078000,INTC,BUY_PUT,2026-04-28,3.581,2026-05-01,1.785,take_profit,893.25
INTC260515P00090000,INTC,BUY_PUT,2026-05-05,1.482,2026-05-07,0.672,take_profit,320.0
XOM260605C00165000,XOM,BUY_CC,2026-05-05,1.444,2026-05-07,0.683,cc_take_profit,150.3
GM260605C00082000,GM,BUY_CC,2026-05-05,0.893,2026-05-18,0.315,cc_take_profit,56.8
NOK260605P00012000,NOK,BUY_PUT,2026-05-05,0.314,2026-05-22,0.063,take_profit,865.8
INTC260522P00120000,INTC,BUY_PUT,2026-05-12,5.89,2026-05-22,1.869,roll_for_credit (fresh INTC260612P00109000),1203.3
XOM260612C00165000,XOM,BUY_CC,2026-05-12,1.102,2026-05-27,0.378,cc_take_profit,142.8
INTC260612P00114000,INTC,BUY_PUT,2026-05-27,5.795,2026-06-12,1.029,take_profit,1426.8
XOM260626C00165000,XOM,BUY_CC,2026-06-02,0.95,2026-06-12,0.326,cc_take_profit,122.9
GM260612C00081000,GM,CALL,2026-05-19,0.342,2026-06-12,0,CALLED,33.7
NOK260626P00015000,NOK,PUT,2026-05-27,0.997,2026-06-26,0,ASSIGN,2878.25
F260717P00014000,F,BUY_PUT,2026-06-16,0.323,2026-07-16,0.105,take_profit,644.8
INTC260724P00119000,INTC,PUT,2026-06-30,5.852,2026-07-24,0,ASSIGN,1754.1
KO260731P00080000,KO,BUY_PUT,2026-07-21,0.769,2026-07-28,0.042,take_profit,287.0
F260821P00013000,F,BUY_PUT,2026-07-21,0.257,2026-07-30,0.063,take_profit,146.8
XOM260821C00165000,XOM,CALL,2026-07-21,0.988,OPEN,0,OPEN_AT_END,196.6
